# report v0.1.2 (May 25, 2023)
# Database: /mnt/isilon/w_gmi/blanked2lab/cumbof/MetaSBT-Databases/MetaSBT-Viruses
# Timestamp: 20240415
# Cluster	Lineage	MAGs	Reference genomes	Bloom Filter Density	Mean completeness	Mean contamination
MSBT5730	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Mymonaviridae|g__Botrytimonavirus|s__Botrytimonavirus_sclerotiniae__clade_1	0	1	0.005237	na	na
MSBT5729	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Mymonaviridae|g__Botrytimonavirus|s__Botrytimonavirus_sclerotiniae__clade_0	0	1	0.005258	na	na
MSBT7569	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Mymonaviridae|g__Botrytimonavirus|s__Botrytimonavirus_alphabotrytidis	0	1	0.005393	na	na
MSBT5208	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Artoviridae|g__Peropuvirus|s__Peropuvirus_pteromali	0	1	0.006584	na	na
MSBT4811	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Artoviridae|g__Peropuvirus|s__Peropuvirus_lignarii	0	1	0.006696	na	na
MSBT4814	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Artoviridae|g__Peropuvirus|s__Peropuvirus_beihaiense	0	1	0.005843	na	na
MSBT7583	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Artoviridae|g__Peropuvirus|s__Peropuvirus_melongenae	0	1	0.006208	na	na
MSBT4810	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Artoviridae|g__Hexartovirus|s__Hexartovirus_cirripedis	0	1	0.006916	na	na
MSBT7628	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Lispiviridae|g__Synelinevirus|s__Synelinevirus_bonnense	0	1	0.006632	na	na
MSBT7371	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Lispiviridae|g__Synelinevirus|s__Synelinevirus_paranaense	0	1	0.006541	na	na
MSBT7594	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Lispiviridae|g__Stylovirus|s__Stylovirus_niederense	0	1	0.007855	na	na
MSBT4853	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Lispiviridae|g__Leocovirus|s__Leocovirus_coleopteris	0	1	0.006949	na	na
MSBT4728	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Lispiviridae|g__Ganiavirus|s__Ganiavirus_tachengense	0	1	0.005838	na	na
MSBT7595	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Lispiviridae|g__Cybitervirus|s__Cybitervirus_niederense	0	1	0.005682	na	na
MSBT4705	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Lispiviridae|g__Sanstrivirus|s__Sanstrivirus_gerridis	0	1	0.007013	na	na
MSBT7646	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Lispiviridae|g__Anidravirus|s__Anidravirus_hangzhouense	0	1	0.006766	na	na
MSBT4845	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Lispiviridae|g__Damravirus|s__Damravirus_dentatis	0	1	0.007995	na	na
MSBT7629	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Lispiviridae|g__Xenophyvirus|s__Xenophyvirus_mathesonense	0	1	0.004362	na	na
MSBT4858	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Lispiviridae|g__Nematovirus|s__Nematovirus_wuchangense	0	1	0.005623	na	na
MSBT7593	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Lispiviridae|g__Supelovirus|s__Supelovirus_thailandense	0	1	0.003697	na	na
MSBT4745	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Lispiviridae|g__Arlivirus|s__Arlivirus_arachnae	0	1	0.0055	na	na
MSBT7597	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Lispiviridae|g__Rivapovirus|s__Rivapovirus_aleyrodidae	0	1	0.007796	na	na
MSBT7630	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Lispiviridae|g__Phelinovirus|s__Phelinovirus_aphidis	0	1	0.007002	na	na
MSBT7596	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Lispiviridae|g__Copasivirus|s__Copasivirus_ivindoense	0	1	0.003761	na	na
MSBT7626	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Lispiviridae|g__Copasivirus|s__Copasivirus_manlyvaleense	0	1	0.006814	na	na
MSBT7647	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Lispiviridae|g__Anicalvirus|s__Anicalvirus_hangzhouense	0	1	0.006643	na	na
MSBT7430	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Lispiviridae|g__Usmuvirus|s__Usmuvirus_newyorkense	0	1	0.006283	na	na
MSBT4145	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Sunviridae|g__Sunshinevirus|s__Sunshinevirus_reptilis	0	1	0.009465	na	na
MSBT6011	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Caligrhavirus|s__Caligrhavirus_lepeophtheirus	0	1	0.00645	na	na
MSBT6010	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Caligrhavirus|s__Caligrhavirus_salmonlouse	0	1	0.006664	na	na
MSBT6017	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Caligrhavirus|s__Caligrhavirus_caligus	0	1	0.00667	na	na
MSBT5477	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Dichorhavirus|s__Dichorhavirus_coffeae	0	1	0.006772	na	na
MSBT2697	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Dichorhavirus|s__Dichorhavirus_orchidaceae	0	1	0.006782	na	na
MSBT6115	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Dichorhavirus|s__Dichorhavirus_citri	0	1	0.006637	na	na
MSBT6116	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Dichorhavirus|s__Dichorhavirus_leprosis	0	2	0.008977	na	na
MSBT6120	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Dichorhavirus|s__Dichorhavirus_clerodendri	0	1	0.006798	na	na
MSBT4152	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Mousrhavirus|s__Mousrhavirus_moussa	0	1	0.006423	na	na
MSBT5631	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Tibrovirus|s__Tibrovirus_beatrice	0	1	0.007163	na	na
MSBT4128	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Tibrovirus|s__Tibrovirus_coastal	0	1	0.007276	na	na
MSBT3747	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Tibrovirus|s__Tibrovirus_tibrogargan__clade_1	0	1	0.007303	na	na
MSBT5216	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Tibrovirus|s__Tibrovirus_betaekpoma	0	1	0.007067	na	na
MSBT5018	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Tibrovirus|s__Tibrovirus_sweetwater	0	1	0.007217	na	na
MSBT3746	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Tibrovirus|s__Tibrovirus_tibrogargan__clade_0	0	1	0.007195	na	na
MSBT4888	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Alphanemrhavirus|s__Alphanemrhavirus_xingshan	0	1	0.006637	na	na
MSBT4871	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Alphanemrhavirus|s__Alphanemrhavirus_xinzhou	0	1	0.006637	na	na
MSBT5038	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Tupavirus|s__Tupavirus_klamath	0	1	0.006487	na	na
MSBT1505	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Tupavirus|s__Tupavirus_tupaia	0	1	0.006278	na	na
MSBT6388	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Arurhavirus|s__Arurhavirus_aruac	0	1	0.006777	na	na
MSBT4177	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Arurhavirus|s__Arurhavirus_xiburema	0	1	0.006729	na	na
MSBT4457	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Arurhavirus|s__Arurhavirus_inhangapi	0	2	0.006884	na	na
MSBT4462	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Arurhavirus|s__Arurhavirus_santabarbara	0	1	0.006702	na	na
MSBT5015	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Curiovirus|s__Curiovirus_iriri	0	1	0.007448	na	na
MSBT5040	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Curiovirus|s__Curiovirus_itacaiunas	0	1	0.007201	na	na
MSBT5031	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Curiovirus|s__Curiovirus_rochambeau	0	1	0.007378	na	na
MSBT4124	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Curiovirus|s__Curiovirus_curionopolis	0	2	0.007635	na	na
MSBT6384	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Cytorhabdovirus|s__Cytorhabdovirus_maysflavostriatis	0	1	0.007067	na	na
MSBT6536	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Cytorhabdovirus|s__Cytorhabdovirus_trichosanthei	0	1	0.007233	na	na
MSBT3159	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Cytorhabdovirus|s__Cytorhabdovirus_lactucamaculante	0	1	0.007308	na	na
MSBT2472	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Cytorhabdovirus|s__Cytorhabdovirus_lactucanecante	0	1	0.007238	na	na
MSBT6441	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Cytorhabdovirus|s__Cytorhabdovirus_caricae	0	1	0.007383	na	na
MSBT981	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Cytorhabdovirus|s__Cytorhabdovirus_gramineae	0	1	0.007185	na	na
MSBT4737	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Cytorhabdovirus|s__Cytorhabdovirus_betawuhaninsectum	0	1	0.007179	na	na
MSBT6414	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Cytorhabdovirus|s__Cytorhabdovirus_brassicicolae	0	1	0.007319	na	na
MSBT7074	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Cytorhabdovirus|s__Cytorhabdovirus_alphatrifolii	0	1	0.006847	na	na
MSBT5859	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Cytorhabdovirus|s__Cytorhabdovirus_oryzae	0	1	0.006954	na	na
MSBT3693	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Cytorhabdovirus|s__Cytorhabdovirus_persimmon	0	1	0.007593	na	na
MSBT4467	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Cytorhabdovirus|s__Cytorhabdovirus_hordei	0	1	0.007083	na	na
MSBT7620	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Cytorhabdovirus|s__Cytorhabdovirus_rosae	0	1	0.007448	na	na
MSBT7327	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Cytorhabdovirus|s__Cytorhabdovirus_bacopae	0	1	0.007609	na	na
MSBT7081	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Cytorhabdovirus|s__Cytorhabdovirus_fragariae	0	1	0.007866	na	na
MSBT4463	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Cytorhabdovirus|s__Cytorhabdovirus_medicagonis	0	1	0.007931	na	na
MSBT4741	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Cytorhabdovirus|s__Cytorhabdovirus_alphawuhaninsectum	0	1	0.007705	na	na
MSBT6477	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Cytorhabdovirus|s__Cytorhabdovirus_rubus	0	1	0.008043	na	na
MSBT7073	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Cytorhabdovirus|s__Cytorhabdovirus_betatrifolii	0	1	0.007689	na	na
MSBT7625	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Cytorhabdovirus|s__Chrysanthemum_yellow_dwarf_virus	0	1	0.008167	na	na
MSBT7585	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Cytorhabdovirus|s__Paper_mulberry_mosaic_associated_virus	0	1	0.007367	na	na
MSBT4746	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Cytorhabdovirus|s__Cytorhabdovirus_gammawuhaninsectum	0	1	0.00763	na	na
MSBT6443	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Cytorhabdovirus|s__Cytorhabdovirus_flaviyerbamate	0	1	0.007018	na	na
MSBT4945	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Cytorhabdovirus|s__Cytorhabdovirus_lycopersici	0	1	0.007104	na	na
MSBT7611	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Cytorhabdovirus|s__Cytorhabdovirus_cucurbitae	0	1	0.007474	na	na
MSBT7216	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Cytorhabdovirus|s__Cytorhabdovirus_yerbamate	0	1	0.00836	na	na
MSBT5034	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Cytorhabdovirus|s__Cytorhabdovirus_colocasiae	0	1	0.006782	na	na
MSBT5210	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Cytorhabdovirus|s__Cytorhabdovirus_fragariarugosus	0	1	0.00792	na	na
MSBT1217	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Gammanucleorhabdovirus|s__Gammanucleorhabdovirus_maydis	0	1	0.00755	na	na
MSBT4118	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Sprivivirus|s__Sprivivirus_esox__clade_0	0	1	0.006079	na	na
MSBT648	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Sprivivirus|s__Sprivivirus_cyprinus	0	1	0.006246	na	na
MSBT4119	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Sprivivirus|s__Sprivivirus_esox__clade_1	0	1	0.006176	na	na
MSBT4120	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Sprivivirus|s__Sprivivirus_esox__clade_2	0	1	0.00623	na	na
MSBT4827	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Alphacrustrhavirus|s__Alphacrustrhavirus_zhejiang	0	1	0.006396	na	na
MSBT4824	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Alphacrustrhavirus|s__Alphacrustrhavirus_wenling	0	1	0.0066	na	na
MSBT4716	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Alphadrosrhavirus|s__Alphadrosrhavirus_shayang	0	1	0.008295	na	na
MSBT4726	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Alphadrosrhavirus|s__Alphadrosrhavirus_hubei	0	1	0.00844	na	na
MSBT7635	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Sunrhavirus|s__Sunrhavirus_boteke	0	1	0.006637	na	na
MSBT4465	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Sunrhavirus|s__Sunrhavirus_walkabout	0	1	0.006326	na	na
MSBT7640	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Sunrhavirus|s__Sunrhavirus_ouango	0	1	0.006085	na	na
MSBT7642	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Sunrhavirus|s__Sunrhavirus_matariya	0	1	0.006181	na	na
MSBT6478	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Sunrhavirus|s__Sunrhavirus_garba	0	1	0.005886	na	na
MSBT7637	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Sunrhavirus|s__Sunrhavirus_nasoule	0	1	0.006278	na	na
MSBT4160	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Sunrhavirus|s__Sunrhavirus_oakvale	0	1	0.006321	na	na
MSBT7638	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Sunrhavirus|s__Sunrhavirus_bimbo	0	1	0.006101	na	na
MSBT6386	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Sunrhavirus|s__Sunrhavirus_kwatta	0	1	0.006541	na	na
MSBT7636	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Sunrhavirus|s__Sunrhavirus_sandjimba	0	1	0.00609	na	na
MSBT7639	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Sunrhavirus|s__Sunrhavirus_kolongo	0	1	0.006176	na	na
MSBT7010	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Sunrhavirus|s__Sunrhavirus_dillard	0	1	0.006154	na	na
MSBT4161	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Sunrhavirus|s__Sunrhavirus_sunguru	0	1	0.006423	na	na
MSBT6398	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Sunrhavirus|s__Sunrhavirus_harrison	0	1	0.00645	na	na
MSBT7641	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Sunrhavirus|s__Sunrhavirus_alexandria	0	1	0.006015	na	na
MSBT7452	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Cetarhavirus|s__Cetarhavirus_phocoena	0	1	0.006262	na	na
MSBT4130	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Cetarhavirus|s__Cetarhavirus_laganorhynchus	0	1	0.006289	na	na
MSBT7330	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Replylivirus|s__Replylivirus_allogus	0	1	0.006793	na	na
MSBT2673	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Siniperhavirus|s__Siniperhavirus_chuatsi	0	1	0.006412	na	na
MSBT7347	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Siniperhavirus|s__Siniperhavirus_zoarces	0	1	0.006267	na	na
MSBT7048	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Ephemerovirus|s__Ephemerovirus_hayes	0	1	0.008285	na	na
MSBT3547	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Ephemerovirus|s__Ephemerovirus_kotonkan	0	1	0.008478	na	na
MSBT7007	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Ephemerovirus|s__Ephemerovirus_kent	0	1	0.008124	na	na
MSBT4468	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Ephemerovirus|s__Ephemerovirus_adelaide	0	1	0.00785	na	na
MSBT3569	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Ephemerovirus|s__Ephemerovirus_obodhiang	0	1	0.00822	na	na
MSBT429	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Ephemerovirus|s__Ephemerovirus_febris	0	1	0.008011	na	na
MSBT4459	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Ephemerovirus|s__Ephemerovirus_yata	0	1	0.00814	na	na
MSBT7047	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Ephemerovirus|s__Ephemerovirus_puchong	0	1	0.008081	na	na
MSBT4185	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Ephemerovirus|s__Malakal_virus	0	1	0.008193	na	na
MSBT4213	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Ephemerovirus|s__Ephemerovirus_kimberley	0	1	0.00814	na	na
MSBT4197	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Ephemerovirus|s__Ephemerovirus_berrimah	0	1	0.008065	na	na
MSBT4466	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Ephemerovirus|s__Ephemerovirus_koolpinyah	0	1	0.008472	na	na
MSBT7328	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Betanucleorhabdovirus|s__Betanucleorhabdovirus_bacopae	0	1	0.007313	na	na
MSBT6454	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Betanucleorhabdovirus|s__Betanucleorhabdovirus_medicagonis	0	1	0.007474	na	na
MSBT7052	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Betanucleorhabdovirus|s__Betanucleorhabdovirus_mali	0	1	0.007882	na	na
MSBT548	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Betanucleorhabdovirus|s__Betanucleorhabdovirus_retesonchi	0	1	0.007566	na	na
MSBT4464	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Betanucleorhabdovirus|s__Betanucleorhabdovirus_daturae	0	1	0.00763	na	na
MSBT7313	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Betanucleorhabdovirus|s__Betanucleorhabdovirus_venasonchi	0	1	0.007652	na	na
MSBT6985	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Sigmavirus|s__Sigmavirus_sturtevanti	0	1	0.007759	na	na
MSBT5213	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Sigmavirus|s__Sigmavirus_affinis	0	1	0.008097	na	na
MSBT4748	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Sigmavirus|s__Sigmavirus_hippoboscid	0	1	0.006648	na	na
MSBT3254	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Sigmavirus|s__Sigmavirus_melanogaster__clade_0	0	1	0.006927	na	na
MSBT4838	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Sigmavirus|s__Sigmavirus_hubei	0	1	0.007308	na	na
MSBT4734	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Sigmavirus|s__Sigmavirus_domestica	0	1	0.007131	na	na
MSBT4742	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Sigmavirus|s__Sigmavirus_wuhan	0	1	0.007415	na	na
MSBT4719	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Sigmavirus|s__Sigmavirus_lousefly	0	1	0.006611	na	na
MSBT4725	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Sigmavirus|s__Sigmavirus_shayang	0	1	0.007136	na	na
MSBT5215	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Sigmavirus|s__Sigmavirus_immigrans	0	1	0.006965	na	na
