# get_ncbi_genomes v0.1.0 (Apr 20, 2023)
# timestamp 2023-04-25 14:19:39.359727
# id	type	taxonomy	excluded_from_refseq	url
GCA_003673985.1_ASM367398v1_genomic	mag	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Artoviridae|g__Peropuvirus|s__Peropuvirus_hubeiense	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/673/985/GCA_003673985.1_ASM367398v1/GCA_003673985.1_ASM367398v1_genomic.fna.gz
GCA_003674005.1_ASM367400v1_genomic	mag	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Artoviridae|g__Peropuvirus|s__Peropuvirus_juli	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/674/005/GCA_003674005.1_ASM367400v1/GCA_003674005.1_ASM367400v1_genomic.fna.gz
GCA_003726615.1_ASM372661v1_genomic	mag	k__Viruses|p__Nucleocytoviricota|c__Megaviricetes|o__Pimascovirales|f__Marseilleviridae|g__Marseillevirus|s__Insectomime_virus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/726/615/GCA_003726615.1_ASM372661v1/GCA_003726615.1_ASM372661v1_genomic.fna.gz
GCA_003950155.1_ASM395015v1_genomic	mag	k__Viruses|p__Taleaviricota|c__Tokiviricetes|o__Ligamenvirales|f__Lipothrixviridae|g__Deltalipothrixvirus|s__Deltalipothrixvirus_SBFV3	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/950/155/GCA_003950155.1_ASM395015v1/GCA_003950155.1_ASM395015v1_genomic.fna.gz
GCA_003950175.1_ASM395017v1_genomic	mag	k__Viruses|p__Taleaviricota|c__Tokiviricetes|o__Ligamenvirales|f__Lipothrixviridae|g__Alphalipothrixvirus|s__Alphalipothrixvirus_SBFV2	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/950/175/GCA_003950175.1_ASM395017v1/GCA_003950175.1_ASM395017v1_genomic.fna.gz
GCA_003972085.1_ASM397208v1_genomic	mag	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Nidovirales|f__Tobaniviridae|g__Sectovirus|s__Sectovirus_1	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/972/085/GCA_003972085.1_ASM397208v1/GCA_003972085.1_ASM397208v1_genomic.fna.gz
GCA_009732615.1_ASM973261v1_genomic	mag	k__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Peribunyaviridae|g__Orthobunyavirus|s__California_encephalitis_orthobunyavirus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/732/615/GCA_009732615.1_ASM973261v1/GCA_009732615.1_ASM973261v1_genomic.fna.gz
GCA_003972665.1_ASM397266v1_genomic	mag	k__Viruses|p__Kitrinoviricota|c__Magsaviricetes|o__Nodamuvirales|f__Nodaviridae|g__Betanodavirus|s__Dicentrarchus_labrax_encephalitis_virus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/972/665/GCA_003972665.1_ASM397266v1/GCA_003972665.1_ASM397266v1_genomic.fna.gz
GCA_004131985.1_ASM413198v1_genomic	mag	k__Viruses|p__Preplasmiviricota|c__Tectiliviricetes|o__Rowavirales|f__Adenoviridae|g__Mastadenovirus|s__Polar_bear_mastadenovirus_A	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/131/985/GCA_004131985.1_ASM413198v1/GCA_004131985.1_ASM413198v1_genomic.fna.gz
GCA_006425555.1_ASM642555v1_genomic	mag	k__Viruses|p__Preplasmiviricota|c__Tectiliviricetes|o__Rowavirales|f__Adenoviridae|g__Mastadenovirus|s__Polar_bear_mastadenovirus_A	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/425/555/GCA_006425555.1_ASM642555v1/GCA_006425555.1_ASM642555v1_genomic.fna.gz
GCA_004347065.1_ASM434706v1_genomic	mag	k__Viruses|p__Preplasmiviricota|c__Tectiliviricetes|o__Vinavirales|f__Corticoviridae|g__Corticovirus|s__Pseudoalteromonas_phage_GXT1010	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/347/065/GCA_004347065.1_ASM434706v1/GCA_004347065.1_ASM434706v1_genomic.fna.gz
GCA_004786775.1_ASM478677v1_genomic	mag	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_leaf_curl_New_Delhi_virus_5	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/786/775/GCA_004786775.1_ASM478677v1/GCA_004786775.1_ASM478677v1_genomic.fna.gz
GCA_004787295.1_ASM478729v1_genomic	mag	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Percavirus|s__Phocid_gammaherpesvirus_3	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/787/295/GCA_004787295.1_ASM478729v1/GCA_004787295.1_ASM478729v1_genomic.fna.gz
GCA_004787435.1_ASM478743v1_genomic	mag	k__Viruses|p__Lenarviricota|c__Miaviricetes|o__Ourlivirales|f__Botourmiaviridae|g__Magoulivirus|s__Rhizoctonia_magoulivirus_1	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/787/435/GCA_004787435.1_ASM478743v1/GCA_004787435.1_ASM478743v1_genomic.fna.gz
GCA_018580355.1_ASM1858035v1_genomic	mag	k__Viruses|p__Lenarviricota|c__Miaviricetes|o__Ourlivirales|f__Botourmiaviridae|g__Magoulivirus|s__Rhizoctonia_magoulivirus_1	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/580/355/GCA_018580355.1_ASM1858035v1/GCA_018580355.1_ASM1858035v1_genomic.fna.gz
GCA_004787455.1_ASM478745v1_genomic	mag	k__Viruses|p__Lenarviricota|c__Miaviricetes|o__Ourlivirales|f__Botourmiaviridae|g__Scleroulivirus|s__Sclerotinia_scleroulivirus_1	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/787/455/GCA_004787455.1_ASM478745v1/GCA_004787455.1_ASM478745v1_genomic.fna.gz
GCA_004787475.1_ASM478747v1_genomic	mag	k__Viruses|p__Lenarviricota|c__Miaviricetes|o__Ourlivirales|f__Botourmiaviridae|g__Botoulivirus|s__Sclerotinia_botoulivirus_2	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/787/475/GCA_004787475.1_ASM478747v1/GCA_004787475.1_ASM478747v1_genomic.fna.gz
GCA_004787575.1_ASM478757v1_genomic	mag	k__Viruses|p__Lenarviricota|c__Miaviricetes|o__Ourlivirales|f__Botourmiaviridae|g__Scleroulivirus|s__Soybean_scleroulivirus_1	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/787/575/GCA_004787575.1_ASM478757v1/GCA_004787575.1_ASM478757v1_genomic.fna.gz
GCA_004787595.1_ASM478759v1_genomic	mag	k__Viruses|p__Lenarviricota|c__Miaviricetes|o__Ourlivirales|f__Botourmiaviridae|g__Scleroulivirus|s__Soybean_scleroulivirus_2	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/787/595/GCA_004787595.1_ASM478759v1/GCA_004787595.1_ASM478759v1_genomic.fna.gz
GCA_004787695.1_ASM478769v1_genomic	mag	k__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Hantaviridae|g__Orthohantavirus|s__Tigray_orthohantavirus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/787/695/GCA_004787695.1_ASM478769v1/GCA_004787695.1_ASM478769v1_genomic.fna.gz
GCA_004788115.1_ASM478811v1_genomic	mag	k__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Hantaviridae|g__Orthohantavirus|s__Seewis_orhtohantavirus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/788/115/GCA_004788115.1_ASM478811v1/GCA_004788115.1_ASM478811v1_genomic.fna.gz
GCA_004788795.1_ASM478879v1_genomic	mag	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Marnaviridae|g__Salisharnavirus|s__Britarnavirus_1	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/788/795/GCA_004788795.1_ASM478879v1/GCA_004788795.1_ASM478879v1_genomic.fna.gz
GCA_004788835.1_ASM478883v1_genomic	mag	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Marnaviridae|g__Sogarnavirus|s__Britarnavirus_3	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/788/835/GCA_004788835.1_ASM478883v1/GCA_004788835.1_ASM478883v1_genomic.fna.gz
GCA_004788875.1_ASM478887v1_genomic	mag	k__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Hantaviridae|g__Reptillovirus|s__Gecko_reptillovirus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/788/875/GCA_004788875.1_ASM478887v1/GCA_004788875.1_ASM478887v1_genomic.fna.gz
GCA_009731615.1_ASM973161v1_genomic	mag	k__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Peribunyaviridae|g__Orthobunyavirus|s__Cache_Valley_orthobunyavirus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/731/615/GCA_009731615.1_ASM973161v1/GCA_009731615.1_ASM973161v1_genomic.fna.gz
GCA_006298205.1_ASM629820v1_genomic	mag	k__Viruses|p__Preplasmiviricota|c__Tectiliviricetes|o__Rowavirales|f__Adenoviridae|g__Ichtadenovirus|s__Sturgeon_ichtadenovirus_A	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/298/205/GCA_006298205.1_ASM629820v1/GCA_006298205.1_ASM629820v1_genomic.fna.gz
GCA_006425775.1_ASM642577v1_genomic	mag	k__Viruses|p__Preplasmiviricota|c__Tectiliviricetes|o__Rowavirales|f__Adenoviridae|g__Mastadenovirus|s__Bat_mastadenovirus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/425/775/GCA_006425775.1_ASM642577v1/GCA_006425775.1_ASM642577v1_genomic.fna.gz
GCA_006425515.1_ASM642551v1_genomic	mag	k__Viruses|p__Preplasmiviricota|c__Tectiliviricetes|o__Rowavirales|f__Adenoviridae|g__Mastadenovirus|s__Rousettus_aegyptiacus_adenovirus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/425/515/GCA_006425515.1_ASM642551v1/GCA_006425515.1_ASM642551v1_genomic.fna.gz
GCA_006435795.1_ASM643579v1_genomic	mag	k__Viruses|p__Preplasmiviricota|c__Tectiliviricetes|o__Rowavirales|f__Adenoviridae|g__Mastadenovirus|s__Harbour_porpoise_adenovirus_1	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/435/795/GCA_006435795.1_ASM643579v1/GCA_006435795.1_ASM643579v1_genomic.fna.gz
GCA_006436475.1_ASM643647v1_genomic	mag	k__Viruses|p__Preplasmiviricota|c__Tectiliviricetes|o__Rowavirales|f__Adenoviridae|g__Mastadenovirus|s__unidentified_adenovirus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/436/475/GCA_006436475.1_ASM643647v1/GCA_006436475.1_ASM643647v1_genomic.fna.gz
GCA_006436495.1_ASM643649v1_genomic	mag	k__Viruses|p__Preplasmiviricota|c__Tectiliviricetes|o__Rowavirales|f__Adenoviridae|g__Mastadenovirus|s__unidentified_adenovirus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/436/495/GCA_006436495.1_ASM643649v1/GCA_006436495.1_ASM643649v1_genomic.fna.gz
GCA_006437495.1_ASM643749v1_genomic	mag	k__Viruses|p__Preplasmiviricota|c__Tectiliviricetes|o__Rowavirales|f__Adenoviridae|g__Mastadenovirus|s__unidentified_adenovirus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/437/495/GCA_006437495.1_ASM643749v1/GCA_006437495.1_ASM643749v1_genomic.fna.gz
GCA_007923825.1_ASM792382v1_genomic	mag	k__Viruses|p__Preplasmiviricota|c__Tectiliviricetes|o__Rowavirales|f__Adenoviridae|g__Mastadenovirus|s__Guinea_pig_adenovirus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/923/825/GCA_007923825.1_ASM792382v1/GCA_007923825.1_ASM792382v1_genomic.fna.gz
GCA_007923845.1_ASM792384v1_genomic	mag	k__Viruses|p__Preplasmiviricota|c__Tectiliviricetes|o__Rowavirales|f__Adenoviridae|g__Mastadenovirus|s__Guinea_pig_adenovirus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/923/845/GCA_007923845.1_ASM792384v1/GCA_007923845.1_ASM792384v1_genomic.fna.gz
GCA_008799815.1_ASM879981v1_genomic	mag	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Macavirus|s__Suid_gammaherpesvirus_5	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/799/815/GCA_008799815.1_ASM879981v1/GCA_008799815.1_ASM879981v1_genomic.fna.gz
GCA_008800755.1_ASM880075v1_genomic	mag	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus|s__Papiine_betaherpesvirus_3	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/800/755/GCA_008800755.1_ASM880075v1/GCA_008800755.1_ASM880075v1_genomic.fna.gz
GCA_008947225.1_ASM894722v1_genomic	mag	k__Viruses|p__Phixviricota|c__Malgrandaviricetes|o__Petitvirales|f__Microviridae|g__Sinsheimervirus|s__Shigella_phage_SGF3	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/947/225/GCA_008947225.1_ASM894722v1/GCA_008947225.1_ASM894722v1_genomic.fna.gz
GCA_009732115.1_ASM973211v1_genomic	mag	k__Viruses|p__Artverviricota|c__Revtraviricetes|o__Ortervirales|f__Caulimoviridae|g__Badnavirus|s__Pineapple_bacilliform_ER_virus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/732/115/GCA_009732115.1_ASM973211v1/GCA_009732115.1_ASM973211v1_genomic.fna.gz
GCA_009732635.1_ASM973263v1_genomic	mag	k__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Peribunyaviridae|g__Orthobunyavirus|s__Bakau_orthobunyavirus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/732/635/GCA_009732635.1_ASM973263v1/GCA_009732635.1_ASM973263v1_genomic.fna.gz
GCA_009861305.1_ASM986130v1_genomic	mag	k__Viruses|p__Duplornaviricota|c__Vidaverviricetes|o__Mindivirales|f__Cystoviridae|g__Cystovirus|s__Pectobacterium_phage_MA14	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/861/305/GCA_009861305.1_ASM986130v1/GCA_009861305.1_ASM986130v1_genomic.fna.gz
GCA_013087205.1_ASM1308720v1_genomic	mag	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Jeilongvirus|s__Jeilongvirus_murinae	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/087/205/GCA_013087205.1_ASM1308720v1/GCA_013087205.1_ASM1308720v1_genomic.fna.gz
GCA_023120125.1_ASM2312012v1_genomic	mag	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Jeilongvirus|s__Jeilongvirus_murinae	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/120/125/GCA_023120125.1_ASM2312012v1/GCA_023120125.1_ASM2312012v1_genomic.fna.gz
GCA_014883395.1_ASM1488339v1_genomic	mag	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Hunnivirus|s__Hunnivirus_83GR	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/883/395/GCA_014883395.1_ASM1488339v1/GCA_014883395.1_ASM1488339v1_genomic.fna.gz
GCA_014883625.1_ASM1488362v1_genomic	mag	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Kobuvirus|s__Kobuvirus_sp	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/883/625/GCA_014883625.1_ASM1488362v1/GCA_014883625.1_ASM1488362v1_genomic.fna.gz
GCA_018548105.1_ASM1854810v1_genomic	mag	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Norzivirales|f__Fiersviridae|g__Poncivirus|s__Poncivirus_insecticola	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/548/105/GCA_018548105.1_ASM1854810v1/GCA_018548105.1_ASM1854810v1_genomic.fna.gz
GCA_018548115.1_ASM1854811v1_genomic	mag	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Norzivirales|f__Fiersviridae|g__Osigowavirus|s__Osigowavirus_insecticola	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/548/115/GCA_018548115.1_ASM1854811v1/GCA_018548115.1_ASM1854811v1_genomic.fna.gz
GCA_018548125.1_ASM1854812v1_genomic	mag	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Norzivirales|f__Fiersviridae|g__Chaedoavirus|s__Chaedoavirus_insecticola	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/548/125/GCA_018548125.1_ASM1854812v1/GCA_018548125.1_ASM1854812v1_genomic.fna.gz
GCA_018548155.1_ASM1854815v1_genomic	mag	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Norzivirales|f__Fiersviridae|g__Dahmuvirus|s__Dahmuvirus_insecticola	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/548/155/GCA_018548155.1_ASM1854815v1/GCA_018548155.1_ASM1854815v1_genomic.fna.gz
GCA_018548205.1_ASM1854820v1_genomic	mag	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Norzivirales|f__Fiersviridae|g__Emesvirus|s__Emesvirus_piscicola	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/548/205/GCA_018548205.1_ASM1854820v1/GCA_018548205.1_ASM1854820v1_genomic.fna.gz
GCA_018548245.1_ASM1854824v1_genomic	mag	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Norzivirales|f__Fiersviridae|g__Febihevirus|s__Febihevirus_ruminicola	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/548/245/GCA_018548245.1_ASM1854824v1/GCA_018548245.1_ASM1854824v1_genomic.fna.gz
GCA_018548265.1_ASM1854826v1_genomic	mag	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Norzivirales|f__Fiersviridae|g__Creshivirus|s__Creshivirus_fonticola	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/548/265/GCA_018548265.1_ASM1854826v1/GCA_018548265.1_ASM1854826v1_genomic.fna.gz
GCA_018548275.1_ASM1854827v1_genomic	mag	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Norzivirales|f__Fiersviridae|g__Phulivirus|s__Phulivirus_tegeticola	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/548/275/GCA_018548275.1_ASM1854827v1/GCA_018548275.1_ASM1854827v1_genomic.fna.gz
GCA_018548285.1_ASM1854828v1_genomic	mag	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Norzivirales|f__Fiersviridae|g__Whietlevirus|s__Whietlevirus_defluviicola	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/548/285/GCA_018548285.1_ASM1854828v1/GCA_018548285.1_ASM1854828v1_genomic.fna.gz
GCA_018548295.1_ASM1854829v1_genomic	mag	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Norzivirales|f__Fiersviridae|g__Aldhiuvirus|s__Aldhiuvirus_defluviicola	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/548/295/GCA_018548295.1_ASM1854829v1/GCA_018548295.1_ASM1854829v1_genomic.fna.gz
GCA_018548305.1_ASM1854830v1_genomic	mag	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Norzivirales|f__Fiersviridae|g__Duhcivirus|s__Duhcivirus_defluviicola	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/548/305/GCA_018548305.1_ASM1854830v1/GCA_018548305.1_ASM1854830v1_genomic.fna.gz
GCA_018548335.1_ASM1854833v1_genomic	mag	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Norzivirales|f__Solspiviridae|g__Wishivirus|s__Wishivirus_defluviicola	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/548/335/GCA_018548335.1_ASM1854833v1/GCA_018548335.1_ASM1854833v1_genomic.fna.gz
GCA_018548345.1_ASM1854834v1_genomic	mag	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Norzivirales|f__Atkinsviridae|g__Qeihnovirus|s__Qeihnovirus_defluviicola	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/548/345/GCA_018548345.1_ASM1854834v1/GCA_018548345.1_ASM1854834v1_genomic.fna.gz
GCA_018548355.1_ASM1854835v1_genomic	mag	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Norzivirales|f__Fiersviridae|g__Meblowovirus|s__Meblowovirus_defluviicola	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/548/355/GCA_018548355.1_ASM1854835v1/GCA_018548355.1_ASM1854835v1_genomic.fna.gz
GCA_018548365.1_ASM1854836v1_genomic	mag	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Norzivirales|f__Atkinsviridae|g__Bilifuvirus|s__Bilifuvirus_defluviicola	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/548/365/GCA_018548365.1_ASM1854836v1/GCA_018548365.1_ASM1854836v1_genomic.fna.gz
GCA_018548375.1_ASM1854837v1_genomic	mag	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Norzivirales|f__Fiersviridae|g__Kiwsmaevirus|s__Kiwsmaevirus_defluviicola	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/548/375/GCA_018548375.1_ASM1854837v1/GCA_018548375.1_ASM1854837v1_genomic.fna.gz
GCA_018548385.1_ASM1854838v1_genomic	mag	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Norzivirales|f__Fiersviridae|g__Brudgevirus|s__Brudgevirus_defluviicola	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/548/385/GCA_018548385.1_ASM1854838v1/GCA_018548385.1_ASM1854838v1_genomic.fna.gz
GCA_018548395.1_ASM1854839v1_genomic	mag	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Norzivirales|f__Fiersviridae|g__Jiesduavirus|s__Jiesduavirus_defluviicola	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/548/395/GCA_018548395.1_ASM1854839v1/GCA_018548395.1_ASM1854839v1_genomic.fna.gz
GCA_018548435.1_ASM1854843v1_genomic	mag	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Norzivirales|f__Fiersviridae|g__Swihdzovirus|s__Swihdzovirus_paludicola	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/548/435/GCA_018548435.1_ASM1854843v1/GCA_018548435.1_ASM1854843v1_genomic.fna.gz
GCA_018550555.1_ASM1855055v1_genomic	mag	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Norzivirales|f__Fiersviridae|g__Tehnexuvirus|s__Tehnexuvirus_edaphadaptatum	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/550/555/GCA_018550555.1_ASM1855055v1/GCA_018550555.1_ASM1855055v1_genomic.fna.gz
GCA_018550575.1_ASM1855057v1_genomic	mag	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Norzivirales|f__Atkinsviridae|g__Hysdruvirus|s__Hysdruvirus_geovivens	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/550/575/GCA_018550575.1_ASM1855057v1/GCA_018550575.1_ASM1855057v1_genomic.fna.gz
GCA_018550665.1_ASM1855066v1_genomic	mag	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Norzivirales|f__Fiersviridae|g__Noehsivirus|s__Noehsivirus_tellurivivens	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/550/665/GCA_018550665.1_ASM1855066v1/GCA_018550665.1_ASM1855066v1_genomic.fna.gz
GCA_018550825.1_ASM1855082v1_genomic	mag	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Norzivirales|f__Atkinsviridae|g__Yekorevirus|s__Yekorevirus_terrivivens	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/550/825/GCA_018550825.1_ASM1855082v1/GCA_018550825.1_ASM1855082v1_genomic.fna.gz
GCA_018550865.1_ASM1855086v1_genomic	mag	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Norzivirales|f__Fiersviridae|g__Gorodievirus|s__Gorodievirus_telluradaptatum	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/550/865/GCA_018550865.1_ASM1855086v1/GCA_018550865.1_ASM1855086v1_genomic.fna.gz
GCA_018550895.1_ASM1855089v1_genomic	mag	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Norzivirales|f__Fiersviridae|g__Radbaivirus|s__Radbaivirus_tellurihabitans	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/550/895/GCA_018550895.1_ASM1855089v1/GCA_018550895.1_ASM1855089v1_genomic.fna.gz
GCA_018551075.1_ASM1855107v1_genomic	mag	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Norzivirales|f__Atkinsviridae|g__Lobdovirus|s__Lobdovirus_arvenecus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/551/075/GCA_018551075.1_ASM1855107v1/GCA_018551075.1_ASM1855107v1_genomic.fna.gz
GCA_018551105.1_ASM1855110v1_genomic	mag	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Norzivirales|f__Fiersviridae|g__Rehudzovirus|s__Rehudzovirus_terrihabitans	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/551/105/GCA_018551105.1_ASM1855110v1/GCA_018551105.1_ASM1855110v1_genomic.fna.gz
GCA_018551135.1_ASM1855113v1_genomic	mag	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Norzivirales|f__Atkinsviridae|g__Stupavirus|s__Stupavirus_chorovivens	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/551/135/GCA_018551135.1_ASM1855113v1/GCA_018551135.1_ASM1855113v1_genomic.fna.gz
GCA_018551215.1_ASM1855121v1_genomic	mag	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Norzivirales|f__Atkinsviridae|g__Isoihlovirus|s__Isoihlovirus_terrihabitans	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/551/215/GCA_018551215.1_ASM1855121v1/GCA_018551215.1_ASM1855121v1_genomic.fna.gz
GCA_018551245.1_ASM1855124v1_genomic	mag	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Norzivirales|f__Atkinsviridae|g__Andhevirus|s__Andhevirus_chorohabitans	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/551/245/GCA_018551245.1_ASM1855124v1/GCA_018551245.1_ASM1855124v1_genomic.fna.gz
